credit_score,monthly_income,age,existing_emis,employment_type,loan_amount,property_owned,annual_income,dti_ratio,income_to_loan_ratio,approved
748,51373,51,19742,0,3800000,0,616476,0.3843,0.1622,1
812,37946,32,539,0,2200000,0,455352,0.0142,0.207,1
603,74856,37,29253,0,5500000,0,898272,0.3908,0.1633,0
654,53815,44,21486,2,3500000,1,645780,0.3993,0.1845,0
693,26847,26,5391,3,700000,0,322164,0.2008,0.4602,0
823,27411,48,945,0,700000,0,328932,0.0345,0.4699,1
647,14777,52,6295,0,1000000,1,177324,0.426,0.1773,0
652,29768,34,964,0,600000,1,357216,0.0324,0.5954,1
738,78934,29,20980,0,1100000,0,947208,0.2658,0.8611,1
653,108472,51,24072,0,700000,1,1301664,0.2219,1.8595,1
712,73964,42,27794,0,2100000,0,887568,0.3758,0.4227,1
575,68376,35,15464,2,900000,1,820512,0.2262,0.9117,0
850,45437,49,9591,0,3100000,0,545244,0.2111,0.1759,1
592,78037,48,30925,1,3400000,1,936444,0.3963,0.2754,0
674,58207,31,25250,0,1400000,0,698484,0.4338,0.4989,0
697,144736,37,35774,0,7600000,0,1736832,0.2472,0.2285,0
850,46209,40,9455,0,500000,0,554508,0.2046,1.109,1
594,109732,35,41038,1,6800000,1,1316784,0.374,0.1936,0
850,82823,21,30975,1,3700000,0,993876,0.374,0.2686,1
760,76211,25,10953,0,400000,1,914532,0.1437,2.2863,1
733,14663,21,3802,0,400000,1,175956,0.2593,0.4399,1
621,85606,39,5937,2,5500000,0,1027272,0.0694,0.1868,0
745,45410,23,12986,1,900000,0,544920,0.286,0.6055,1
642,37558,36,14095,1,3000000,0,450696,0.3753,0.1502,0
801,20135,53,1699,0,1500000,1,241620,0.0844,0.1611,1
622,48856,49,7102,1,3200000,1,586272,0.1454,0.1832,0
690,50017,21,10104,0,600000,0,600204,0.202,1.0003,1
655,22430,22,8529,0,700000,1,269160,0.3802,0.3845,0
620,20252,27,6665,0,500000,0,243024,0.3291,0.486,0
759,65642,23,9360,0,1000000,0,787704,0.1426,0.7877,1
742,82703,21,9044,0,6900000,1,992436,0.1094,0.1438,1
796,54949,34,17202,0,900000,0,659388,0.3131,0.7327,1
557,97782,42,21115,0,2900000,0,1173384,0.2159,0.4046,0
785,46544,44,12431,1,3400000,1,558528,0.2671,0.1643,1
850,47447,30,13850,3,800000,1,569364,0.2919,0.7117,1
663,28276,32,7108,0,1200000,0,339312,0.2514,0.2828,0
850,19222,38,5303,0,1500000,1,230664,0.2759,0.1538,0
678,149163,33,59572,0,3700000,0,1789956,0.3994,0.4838,1
590,96643,43,37757,0,5800000,0,1159716,0.3907,0.2,0
675,21258,39,1425,0,200000,1,255096,0.067,1.2755,1
783,53822,31,14204,0,2800000,0,645864,0.2639,0.2307,1
632,46164,21,9125,0,1400000,0,553968,0.1977,0.3957,0
651,41589,49,5343,2,2500000,0,499068,0.1285,0.1996,0
747,38353,28,10892,4,1500000,0,460236,0.284,0.3068,0
700,61621,38,14166,1,1800000,0,739452,0.2299,0.4108,1
746,80089,21,27927,0,3800000,0,961068,0.3487,0.2529,0
719,62407,34,2623,1,1000000,0,748884,0.042,0.7489,1
738,45601,36,6211,0,3100000,1,547212,0.1362,0.1765,1
665,44607,36,517,0,2800000,0,535284,0.0116,0.1912,1
718,85998,65,28867,3,4100000,1,1031976,0.3357,0.2517,0
625,64735,28,26580,1,2200000,0,776820,0.4106,0.3531,0
803,51206,43,13534,1,3900000,1,614472,0.2643,0.1576,1
649,47976,40,13320,0,2600000,0,575712,0.2776,0.2214,0
790,60304,28,1259,2,1700000,0,723648,0.0209,0.4257,1
681,37011,43,8390,1,2500000,0,444132,0.2267,0.1777,0
716,80251,33,19026,0,4400000,0,963012,0.2371,0.2189,1
660,25706,43,450,0,400000,0,308472,0.0175,0.7712,1
618,38296,54,13483,0,500000,1,459552,0.3521,0.9191,0
560,70732,36,8858,0,5600000,0,848784,0.1252,0.1516,0
615,24841,32,8087,1,700000,0,298092,0.3256,0.4258,0
674,19076,45,3458,0,1100000,1,228912,0.1813,0.2081,0
716,50911,48,22810,3,400000,1,610932,0.448,1.5273,0
780,17714,26,1691,2,800000,0,212568,0.0955,0.2657,1
664,22487,30,589,0,500000,0,269844,0.0262,0.5397,0
629,77184,41,34034,0,1300000,0,926208,0.4409,0.7125,0
584,43352,33,4756,0,2800000,1,520224,0.1097,0.1858,0
738,106010,25,30308,0,7300000,0,1272120,0.2859,0.1743,1
810,23792,40,4010,0,1400000,1,285504,0.1685,0.2039,1
801,46333,41,13336,0,300000,0,555996,0.2878,1.8533,1
756,62302,31,16711,3,1700000,0,747624,0.2682,0.4398,1
751,24286,35,7729,2,800000,0,291432,0.3182,0.3643,1
835,91040,29,755,2,5400000,1,1092480,0.0083,0.2023,1
726,66596,24,25059,1,4300000,1,799152,0.3763,0.1858,1
751,18665,30,4020,2,1000000,0,223980,0.2154,0.224,1
674,47923,35,11189,0,3200000,0,575076,0.2335,0.1797,0
591,61794,21,11429,0,2400000,1,741528,0.185,0.309,1
645,34405,30,15317,1,1600000,0,412860,0.4452,0.258,0
699,20172,35,7276,3,200000,1,242064,0.3607,1.2103,0
704,57934,46,8118,0,2200000,1,695208,0.1401,0.316,1
850,184747,31,65101,0,7300000,0,2216964,0.3524,0.3037,1
706,38863,22,7642,0,2000000,0,466356,0.1966,0.2332,1
794,125686,32,49206,0,4400000,1,1508232,0.3915,0.3428,1
665,31214,29,433,0,700000,0,374568,0.0139,0.5351,1
675,55788,40,8922,0,1300000,1,669456,0.1599,0.515,1
593,77879,31,15063,3,1200000,0,934548,0.1934,0.7788,0
640,48773,21,16334,2,2900000,0,585276,0.3349,0.2018,0
742,41001,65,3363,3,2200000,0,492012,0.082,0.2236,0
700,75786,36,9763,0,3800000,0,909432,0.1288,0.2393,1
775,152492,35,49673,0,7200000,1,1829904,0.3257,0.2542,1
714,58709,21,2030,0,2000000,0,704508,0.0346,0.3523,1
671,35967,21,3255,2,2300000,0,431604,0.0905,0.1877,0
850,43745,34,14830,0,3400000,1,524940,0.339,0.1544,1
692,222309,38,87587,0,8900000,1,2667708,0.394,0.2997,0
793,53153,42,17432,0,2000000,1,637836,0.328,0.3189,1
667,34315,37,8139,0,600000,0,411780,0.2372,0.6863,0
756,24660,23,1099,0,1400000,1,295920,0.0446,0.2114,1
774,16390,21,6101,1,800000,0,196680,0.3722,0.2458,0
716,60970,33,3403,0,5000000,0,731640,0.0558,0.1463,1
511,72604,29,12581,0,3700000,0,871248,0.1733,0.2355,0
701,38637,22,878,0,1100000,0,463644,0.0227,0.4215,1
798,48582,43,15514,1,2400000,0,582984,0.3193,0.2429,1
742,24287,21,5502,0,2000000,0,291444,0.2265,0.1457,0
735,53090,41,21683,3,3300000,1,637080,0.4084,0.1931,0
562,65440,21,4085,0,1000000,0,785280,0.0624,0.7853,0
642,35557,36,13107,0,1100000,0,426684,0.3686,0.3879,0
732,135167,44,31061,0,3900000,1,1622004,0.2298,0.4159,1
732,29665,31,4887,0,2100000,0,355980,0.1647,0.1695,1
797,58109,51,16828,1,3100000,0,697308,0.2896,0.2249,1
688,81551,54,29006,3,5600000,0,978612,0.3557,0.1748,0
732,46799,37,9272,2,900000,0,561588,0.1981,0.624,1
701,43779,40,4586,0,3300000,1,525348,0.1048,0.1592,1
621,20799,45,8571,0,200000,0,249588,0.4121,1.2479,0
519,110680,40,15589,2,3900000,0,1328160,0.1408,0.3406,0
734,44270,39,19886,0,300000,0,531240,0.4492,1.7708,1
713,67671,29,23366,1,1300000,1,812052,0.3453,0.6247,1
650,73396,21,22717,4,5900000,1,880752,0.3095,0.1493,0
570,33624,21,187,0,400000,0,403488,0.0056,1.0087,0
750,43542,58,8788,0,700000,0,522504,0.2018,0.7464,1
678,109173,38,24684,1,8500000,0,1310076,0.2261,0.1541,0
744,25076,32,4247,0,1500000,0,300912,0.1694,0.2006,0
849,175738,47,11860,0,6600000,0,2108856,0.0675,0.3195,1
528,31353,27,5184,0,300000,0,376236,0.1653,1.2541,0
644,24156,40,814,0,1600000,0,289872,0.0337,0.1812,0
683,53070,35,6947,1,2300000,1,636840,0.1309,0.2769,1
816,184426,39,6944,0,5700000,0,2213112,0.0377,0.3883,1
569,15574,31,5273,1,500000,0,186888,0.3386,0.3738,0
850,45043,25,13603,2,2000000,1,540516,0.302,0.2703,1
710,65235,26,27592,0,3100000,1,782820,0.423,0.2525,1
692,50020,27,8551,1,3400000,0,600240,0.171,0.1765,0
684,61645,34,21809,0,4000000,0,739740,0.3538,0.1849,1
665,31862,21,8425,1,2000000,1,382344,0.2644,0.1912,0
783,34206,22,9945,2,2100000,0,410472,0.2907,0.1955,1
614,44844,36,11047,0,2900000,0,538128,0.2463,0.1856,0
727,24886,33,8725,1,1400000,1,298632,0.3506,0.2133,0
669,47723,36,901,0,3500000,1,572676,0.0189,0.1636,1
639,38822,34,1406,1,1900000,0,465864,0.0362,0.2452,0
850,36974,60,1596,1,1700000,1,443688,0.0432,0.261,1
733,59415,36,7718,1,3600000,0,712980,0.1299,0.198,1
749,16442,31,4373,0,300000,0,197304,0.266,0.6577,0
791,42725,36,12412,1,2800000,0,512700,0.2905,0.1831,1
586,196892,45,63137,1,15500000,0,2362704,0.3207,0.1524,0
840,25548,34,3227,0,700000,0,306576,0.1263,0.438,1
499,106011,41,31018,0,5600000,1,1272132,0.2926,0.2272,0
638,50655,38,2682,0,400000,0,607860,0.0529,1.5196,1
663,34140,32,153,0,2200000,1,409680,0.0045,0.1862,1
746,22194,36,6937,0,1100000,0,266328,0.3126,0.2421,0
717,53306,50,17165,0,3100000,0,639672,0.322,0.2063,1
686,117247,37,32824,2,2000000,1,1406964,0.28,0.7035,1
699,38811,25,4521,2,2600000,0,465732,0.1165,0.1791,0
621,46696,31,19489,2,1200000,0,560352,0.4174,0.467,0
580,89879,21,35417,2,5300000,0,1078548,0.3941,0.2035,0
758,60145,36,13953,0,3100000,0,721740,0.232,0.2328,1
755,19084,48,8494,0,1000000,1,229008,0.4451,0.229,0
826,52017,21,6989,2,500000,1,624204,0.1344,1.2484,1
636,121460,36,26843,1,7700000,0,1457520,0.221,0.1893,0
755,47946,44,20020,0,3200000,0,575352,0.4176,0.1798,1
677,9462,45,1967,0,400000,1,113544,0.2079,0.2839,0
795,61878,47,13115,0,2300000,0,742536,0.2119,0.3228,1
781,43517,21,1554,0,1400000,1,522204,0.0357,0.373,1
716,16359,40,1555,0,1200000,0,196308,0.0951,0.1636,1
672,17898,21,1271,2,1100000,0,214776,0.071,0.1953,0
776,87997,25,22383,1,5300000,0,1055964,0.2544,0.1992,1
751,31589,43,4527,0,2400000,0,379068,0.1433,0.1579,1
645,28438,36,985,0,900000,0,341256,0.0346,0.3792,0
593,47983,42,11011,2,2600000,1,575796,0.2295,0.2215,0
676,33305,25,10029,0,1900000,1,399660,0.3011,0.2103,0
821,52053,49,17252,1,4300000,0,624636,0.3314,0.1453,1
791,43406,41,16358,0,1700000,1,520872,0.3769,0.3064,1
611,23861,43,5174,0,800000,0,286332,0.2168,0.3579,0
606,36072,24,6340,0,400000,0,432864,0.1758,1.0822,0
801,63936,46,19683,2,800000,1,767232,0.3079,0.959,1
609,50269,31,302,0,2300000,1,603228,0.006,0.2623,1
740,46668,28,13304,0,900000,0,560016,0.2851,0.6222,1
650,156753,41,28616,0,1800000,0,1881036,0.1826,1.045,1
829,76010,40,15490,1,6100000,1,912120,0.2038,0.1495,1
638,81753,26,10899,1,6500000,1,981036,0.1333,0.1509,0
791,44374,55,2541,0,1300000,0,532488,0.0573,0.4096,1
714,55942,53,10105,0,3700000,0,671304,0.1806,0.1814,1
720,37848,41,5249,1,2800000,1,454176,0.1387,0.1622,1
542,78161,39,33769,1,3300000,0,937932,0.432,0.2842,0
523,45878,38,19479,2,1000000,0,550536,0.4246,0.5505,0
682,56017,21,16231,1,900000,1,672204,0.2898,0.7469,1
719,53979,36,21951,1,900000,0,647748,0.4067,0.7197,1
609,48489,35,16392,0,3300000,0,581868,0.3381,0.1763,0
612,285761,29,44479,0,10200000,1,3429132,0.1557,0.3362,1
744,32860,31,8929,2,1900000,1,394320,0.2717,0.2075,0
745,32681,21,3240,0,1500000,0,392172,0.0991,0.2614,1
688,74343,24,22990,0,2700000,0,892116,0.3092,0.3304,1
762,34299,44,691,1,500000,0,411588,0.0201,0.8232,1
606,41157,52,15396,0,1300000,1,493884,0.3741,0.3799,0
671,25543,25,6703,1,1800000,0,306516,0.2624,0.1703,0
831,65836,36,1731,0,4500000,1,790032,0.0263,0.1756,1
705,66340,45,26024,0,500000,0,796080,0.3923,1.5922,1
710,40574,29,16025,0,600000,0,486888,0.395,0.8115,1
850,75273,41,28887,3,4800000,0,903276,0.3838,0.1882,0
588,16076,34,5601,3,500000,1,192912,0.3484,0.3858,0
763,32076,46,9785,0,1800000,0,384912,0.3051,0.2138,1
833,44267,22,7906,0,2200000,1,531204,0.1786,0.2415,1
674,24261,23,1488,0,1300000,1,291132,0.0613,0.2239,1
768,17167,37,2230,0,100000,1,206004,0.1299,2.06,1
621,40752,35,6364,0,3200000,0,489024,0.1562,0.1528,0
645,74340,34,11978,0,500000,0,892080,0.1611,1.7842,1
730,105795,40,26921,1,700000,0,1269540,0.2545,1.8136,1
763,35299,25,3310,1,800000,1,423588,0.0938,0.5295,1
789,76109,21,6495,0,6300000,0,913308,0.0853,0.145,1
825,71820,29,23171,1,800000,0,861840,0.3226,1.0773,1
694,101840,31,343,0,7500000,0,1222080,0.0034,0.1629,1
795,39730,32,2673,0,700000,0,476760,0.0673,0.6811,1
672,16662,47,3261,1,200000,0,199944,0.1957,0.9997,0
772,51129,42,3430,0,3400000,0,613548,0.0671,0.1805,1
716,26681,40,11523,0,1900000,0,320172,0.4319,0.1685,0
735,31757,37,9576,0,2100000,0,381084,0.3015,0.1815,1
733,40915,30,7968,3,1000000,0,490980,0.1947,0.491,0
571,40000,26,2020,1,2900000,0,480000,0.0505,0.1655,0
610,53366,23,9250,0,600000,0,640392,0.1733,1.0673,0
708,74749,28,21884,2,2400000,0,896988,0.2928,0.3737,1
565,39314,34,17139,0,1600000,1,471768,0.436,0.2949,0
766,62156,23,13221,3,700000,0,745872,0.2127,1.0655,1
769,49458,36,15410,1,2500000,1,593496,0.3116,0.2374,1
726,85930,33,7554,0,4200000,1,1031160,0.0879,0.2455,1
610,43776,31,12285,1,3600000,0,525312,0.2806,0.1459,0
810,46753,46,5029,1,2500000,0,561036,0.1076,0.2244,1
850,39157,21,3491,2,1400000,0,469884,0.0892,0.3356,1
711,44473,31,10190,2,3000000,0,533676,0.2291,0.1779,0
740,30635,21,2917,0,900000,0,367620,0.0952,0.4085,0
716,28866,37,9369,0,1300000,0,346392,0.3246,0.2665,0
742,78077,42,32932,0,800000,0,936924,0.4218,1.1712,1
690,25593,21,4533,0,700000,0,307116,0.1771,0.4387,0
697,40478,22,5873,0,1900000,0,485736,0.1451,0.2557,0
772,90147,21,7134,0,5400000,1,1081764,0.0791,0.2003,1
850,39671,35,6969,0,500000,0,476052,0.1757,0.9521,1
587,80599,31,20297,1,5400000,1,967188,0.2518,0.1791,0
691,34384,32,5770,2,2600000,0,412608,0.1678,0.1587,0
605,26089,31,7314,0,700000,0,313068,0.2803,0.4472,0
827,18828,25,5612,0,1200000,0,225936,0.2981,0.1883,1
652,107757,46,4743,0,2100000,1,1293084,0.044,0.6158,1
584,24782,37,7781,2,1100000,0,297384,0.314,0.2703,0
751,76750,23,31094,0,5200000,0,921000,0.4051,0.1771,1
839,26904,27,317,4,900000,1,322848,0.0118,0.3587,1
753,108058,26,26810,2,800000,0,1296696,0.2481,1.6209,1
716,184253,49,50069,2,8800000,1,2211036,0.2717,0.2513,1
732,17820,42,5692,0,1200000,1,213840,0.3194,0.1782,1
813,25569,33,4438,0,300000,1,306828,0.1736,1.0228,1
630,77954,52,28719,4,600000,1,935448,0.3684,1.5591,0
691,66691,49,16202,0,4600000,1,800292,0.2429,0.174,1
663,78131,32,14377,0,2000000,1,937572,0.184,0.4688,1
606,34743,30,11245,0,1100000,1,416916,0.3237,0.379,0
673,161542,31,67414,0,2000000,0,1938504,0.4173,0.9693,1
788,52618,25,19226,2,700000,0,631416,0.3654,0.902,1
745,23619,52,9891,0,1200000,1,283428,0.4188,0.2362,0
751,42112,24,5039,1,2000000,1,505344,0.1197,0.2527,1
711,23809,43,1269,1,600000,1,285708,0.0533,0.4762,1
741,127333,41,30618,0,5200000,1,1527996,0.2405,0.2938,1
635,32984,31,659,1,1100000,0,395808,0.02,0.3598,0
675,65873,53,19996,4,3900000,1,790476,0.3036,0.2027,0
715,36960,21,3991,3,2700000,1,443520,0.108,0.1643,0
722,33886,34,6928,1,2200000,1,406632,0.2045,0.1848,1
725,15581,30,4596,0,100000,0,186972,0.295,1.8697,0
688,70186,44,15257,0,900000,1,842232,0.2174,0.9358,1
669,106884,38,11354,0,4200000,1,1282608,0.1062,0.3054,1
850,28294,21,11209,0,2000000,0,339528,0.3962,0.1698,1
772,19396,47,6673,0,400000,0,232752,0.344,0.5819,0
733,79379,39,21470,0,5900000,1,952548,0.2705,0.1614,1
681,18256,24,5738,0,200000,1,219072,0.3143,1.0954,0
663,101897,31,19044,0,1100000,0,1222764,0.1869,1.1116,1
689,28491,22,4819,0,2200000,0,341892,0.1691,0.1554,0
723,25286,33,1821,0,400000,0,303432,0.072,0.7586,1
549,56901,36,20576,1,2300000,1,682812,0.3616,0.2969,0
574,26294,31,4508,0,800000,1,315528,0.1714,0.3944,0
649,32071,30,9991,1,500000,0,384852,0.3115,0.7697,0
716,60620,21,8182,2,3300000,1,727440,0.135,0.2204,1
680,11413,38,4088,0,900000,1,136956,0.3582,0.1522,0
818,131327,21,6219,4,7500000,1,1575924,0.0474,0.2101,1
581,50321,35,14153,1,1600000,0,603852,0.2813,0.3774,0
639,22566,21,8200,0,1300000,0,270792,0.3634,0.2083,0
821,26626,35,7910,0,400000,1,319512,0.2971,0.7988,1
710,88875,34,27840,2,4500000,0,1066500,0.3132,0.237,1
770,70307,39,16641,0,2900000,0,843684,0.2367,0.2909,1
850,112653,43,28339,0,3800000,0,1351836,0.2516,0.3557,1
644,32544,45,964,3,2000000,1,390528,0.0296,0.1953,0
692,58568,21,6610,1,800000,0,702816,0.1129,0.8785,1
678,63319,34,20570,1,3000000,1,759828,0.3249,0.2533,0
543,74396,55,31651,2,5400000,1,892752,0.4254,0.1653,0
675,96410,36,23504,1,2000000,1,1156920,0.2438,0.5785,1
770,31877,26,10408,0,800000,0,382524,0.3265,0.4782,1
743,45775,34,14080,0,2600000,0,549300,0.3076,0.2113,1
749,33993,31,15287,2,2200000,1,407916,0.4497,0.1854,0
669,47497,23,16992,0,1300000,0,569964,0.3577,0.4384,0
647,74537,43,21052,0,2500000,0,894444,0.2824,0.3578,0
801,18170,40,941,0,1100000,1,218040,0.0518,0.1982,1
660,95379,21,15565,0,2600000,1,1144548,0.1632,0.4402,1
723,24747,34,2791,0,1400000,1,296964,0.1128,0.2121,1
713,40764,29,15659,2,700000,0,489168,0.3841,0.6988,1
816,103400,21,20760,2,3900000,0,1240800,0.2008,0.3182,1
777,59683,21,14376,0,3500000,0,716196,0.2409,0.2046,1
596,60097,22,26092,1,2500000,1,721164,0.4342,0.2885,0
604,24139,34,9088,1,100000,1,289668,0.3765,2.8967,0
746,26200,30,9311,0,900000,0,314400,0.3554,0.3493,0
694,86228,25,5518,0,2400000,1,1034736,0.064,0.4311,1
663,34424,31,352,0,400000,0,413088,0.0102,1.0327,1
781,36426,42,2057,1,200000,1,437112,0.0565,2.1855,1
714,87410,38,29118,0,800000,0,1048920,0.3331,1.3111,1
704,26109,45,4825,0,2000000,1,313308,0.1848,0.1567,1
762,57615,32,3045,0,3700000,1,691380,0.0529,0.1869,1
669,50299,51,16727,2,3900000,1,603588,0.3326,0.1548,0
825,48941,38,4285,1,700000,0,587292,0.0876,0.839,1
636,35916,30,9520,0,1800000,1,430992,0.2651,0.2394,1
752,34616,35,11551,3,400000,0,415392,0.3337,1.0385,0
814,25667,22,7023,0,200000,0,308004,0.2736,1.54,1
589,65486,31,29281,1,2700000,0,785832,0.4471,0.291,0
672,32830,39,6414,0,1800000,0,393960,0.1954,0.2189,0
791,87662,41,12300,0,900000,1,1051944,0.1403,1.1688,1
792,42841,30,3878,2,1400000,0,514092,0.0905,0.3672,1
686,25976,62,5888,1,300000,1,311712,0.2267,1.039,0
641,42502,33,16304,0,1400000,0,510024,0.3836,0.3643,0
776,38310,21,16324,0,1600000,0,459720,0.4261,0.2873,1
794,89810,47,39285,0,2900000,1,1077720,0.4374,0.3716,1
606,39285,41,9393,1,2000000,1,471420,0.2391,0.2357,0
603,41534,37,11312,0,2100000,0,498408,0.2724,0.2373,0
718,114339,30,29921,1,3600000,0,1372068,0.2617,0.3811,1
750,66500,38,13944,2,2400000,1,798000,0.2097,0.3325,1
676,132936,51,9107,0,5300000,0,1595232,0.0685,0.301,1
754,104341,37,3073,2,3600000,0,1252092,0.0295,0.3478,1
643,28787,21,5656,0,1800000,0,345444,0.1965,0.1919,0
530,88784,21,7437,1,1500000,1,1065408,0.0838,0.7103,0
666,122416,38,48843,1,8900000,1,1468992,0.399,0.1651,1
705,122969,25,42149,0,3900000,1,1475628,0.3428,0.3784,1
677,88686,34,24679,0,5500000,1,1064232,0.2783,0.1935,1
607,87598,26,1868,3,6500000,1,1051176,0.0213,0.1617,0
554,40880,26,11446,0,3000000,1,490560,0.28,0.1635,0
658,29660,27,8289,0,1200000,1,355920,0.2795,0.2966,0
771,39682,28,7842,0,1000000,0,476184,0.1976,0.4762,1
800,18054,42,5343,0,900000,0,216648,0.2959,0.2407,1
795,109718,40,42357,0,2200000,0,1316616,0.3861,0.5985,1
634,41358,22,14106,0,2700000,1,496296,0.3411,0.1838,0
607,106382,24,22664,0,6500000,1,1276584,0.213,0.1964,1
739,23414,38,2763,1,1500000,0,280968,0.118,0.1873,0
750,93861,45,20182,0,3700000,1,1126332,0.215,0.3044,1
732,36427,45,15506,0,1800000,0,437124,0.4257,0.2428,0
538,22683,24,8369,0,300000,0,272196,0.369,0.9073,0
630,130127,44,1583,0,7700000,0,1561524,0.0122,0.2028,1
697,95262,21,33563,0,4100000,0,1143144,0.3523,0.2788,0
738,55663,32,4272,0,2500000,0,667956,0.0767,0.2672,1
761,50029,39,12857,0,3600000,0,600348,0.257,0.1668,1
711,63812,21,23159,0,4200000,1,765744,0.3629,0.1823,1
726,55092,55,13915,1,2600000,0,661104,0.2526,0.2543,1
706,30474,48,5538,3,1000000,1,365688,0.1817,0.3657,0
754,38283,41,5534,0,1500000,1,459396,0.1446,0.3063,1
725,158963,25,21824,1,5300000,0,1907556,0.1373,0.3599,1
705,243602,34,91799,0,4300000,0,2923224,0.3768,0.6798,1
678,125191,42,46480,1,7000000,1,1502292,0.3713,0.2146,0
706,65312,23,24199,1,3900000,1,783744,0.3705,0.201,0
738,40028,33,5092,1,3200000,1,480336,0.1272,0.1501,1
721,30366,44,10916,2,1200000,1,364392,0.3595,0.3037,0
730,31591,21,520,0,2600000,1,379092,0.0165,0.1458,1
807,35173,38,3267,0,700000,0,422076,0.0929,0.603,1
721,178206,21,41259,0,10100000,0,2138472,0.2315,0.2117,1
648,144895,25,26520,1,12100000,1,1738740,0.183,0.1437,0
770,76708,29,3862,2,4200000,0,920496,0.0503,0.2192,1
590,27546,40,517,0,1100000,1,330552,0.0188,0.3005,0
613,83770,27,23039,0,3800000,1,1005240,0.275,0.2645,0
726,42481,36,5992,1,3000000,0,509772,0.1411,0.1699,0
741,13469,28,96,0,1000000,0,161628,0.0071,0.1616,0
600,58236,29,11292,0,2400000,0,698832,0.1939,0.2912,0
669,29579,47,4083,0,1900000,1,354948,0.138,0.1868,1
651,30187,23,7832,0,2300000,0,362244,0.2594,0.1575,0
661,42182,42,17649,0,1100000,0,506184,0.4184,0.4602,0
775,36352,34,5036,0,1600000,0,436224,0.1385,0.2726,1
756,48023,29,21548,0,4000000,1,576276,0.4487,0.1441,1
698,46658,22,1806,3,1500000,0,559896,0.0387,0.3733,0
656,15907,23,631,0,800000,0,190884,0.0397,0.2386,0
592,122047,27,39156,1,6900000,0,1464564,0.3208,0.2123,0
813,27172,33,9153,1,400000,0,326064,0.3369,0.8152,1
747,27682,41,5267,3,1900000,0,332184,0.1903,0.1748,0
643,40250,31,5181,1,1500000,0,483000,0.1287,0.322,0
757,45935,32,16412,1,2000000,0,551220,0.3573,0.2756,1
694,117640,34,50621,1,6600000,0,1411680,0.4303,0.2139,1
677,57621,39,25667,0,2100000,0,691452,0.4454,0.3293,0
734,68863,41,19660,0,2100000,0,826356,0.2855,0.3935,1
640,57798,21,19249,0,2800000,0,693576,0.333,0.2477,0
672,56324,32,20840,0,1800000,1,675888,0.37,0.3755,1
709,59032,47,21221,0,2300000,1,708384,0.3595,0.308,1
660,15372,21,6871,0,200000,1,184464,0.447,0.9223,0
753,42194,35,15387,0,3000000,1,506328,0.3647,0.1688,1
849,98455,33,29355,1,3700000,1,1181460,0.2982,0.3193,1
639,500000,29,84648,3,6200000,0,6000000,0.1693,0.9677,0
566,23799,50,6404,0,1600000,1,285588,0.2691,0.1785,0
539,63186,35,25031,0,400000,0,758232,0.3961,1.8956,0
687,34799,50,4783,4,1800000,0,417588,0.1374,0.232,0
646,167475,35,2310,1,10100000,1,2009700,0.0138,0.199,1
716,21757,39,3203,2,400000,1,261084,0.1472,0.6527,1
710,71322,29,30818,0,1100000,0,855864,0.4321,0.7781,1
571,21071,29,7529,2,300000,1,252852,0.3573,0.8428,0
554,40492,39,3409,2,3300000,1,485904,0.0842,0.1472,0
723,48021,39,259,0,3100000,1,576252,0.0054,0.1859,1
710,93135,40,28043,0,2800000,1,1117620,0.3011,0.3991,1
665,25685,38,6692,0,800000,0,308220,0.2605,0.3853,0
567,72986,21,2725,0,4100000,0,875832,0.0373,0.2136,0
737,49576,26,21550,4,2000000,1,594912,0.4347,0.2975,0
801,57738,43,16051,0,1500000,0,692856,0.278,0.4619,1
722,87116,21,25541,1,900000,1,1045392,0.2932,1.1615,1
632,22707,37,8722,2,1500000,1,272484,0.3841,0.1817,0
703,79726,33,12092,0,6000000,0,956712,0.1517,0.1595,1
590,34844,43,8753,1,700000,0,418128,0.2512,0.5973,0
784,94610,39,24530,0,1000000,1,1135320,0.2593,1.1353,1
706,59918,28,26082,0,900000,0,719016,0.4353,0.7989,1
558,43229,27,2557,3,1600000,0,518748,0.0592,0.3242,0
675,34405,29,11749,0,1000000,0,412860,0.3415,0.4129,0
737,80336,40,20792,0,900000,0,964032,0.2588,1.0711,1
673,104461,21,39739,1,4300000,1,1253532,0.3804,0.2915,0
677,35606,36,13330,1,700000,0,427272,0.3744,0.6104,0
602,24839,26,134,1,200000,1,298068,0.0054,1.4903,0
745,74349,36,8580,2,4200000,1,892188,0.1154,0.2124,1
648,20555,38,1672,0,1000000,0,246660,0.0813,0.2467,0
527,22397,21,4653,1,1500000,0,268764,0.2078,0.1792,0
670,25909,32,10554,2,700000,1,310908,0.4073,0.4442,0
778,38205,36,86,0,600000,1,458460,0.0023,0.7641,1
669,21986,35,4830,0,700000,0,263832,0.2197,0.3769,0
839,15317,33,6098,0,1000000,0,183804,0.3981,0.1838,0
734,24803,22,10337,0,600000,0,297636,0.4168,0.4961,0
727,72076,24,21318,0,1800000,0,864912,0.2958,0.4805,1
689,22858,21,8534,1,400000,0,274296,0.3733,0.6857,0
694,39968,40,5828,2,3300000,0,479616,0.1458,0.1453,0
678,157632,33,20284,1,12800000,0,1891584,0.1287,0.1478,1
675,47595,34,1052,2,2700000,0,571140,0.0221,0.2115,0
742,60205,21,13632,0,1300000,0,722460,0.2264,0.5557,1
625,27788,34,5699,0,1800000,0,333456,0.2051,0.1853,0
