Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP004273,Female,No,2,Graduate,No,6234.0,0,114.0,360.0,1.0,Urban,Y
LP004274,Female,Yes,3+,Graduate,No,12206.0,600,285.0,300.0,1.0,Rural,Y
LP004275,Male,Yes,0,Graduate,No,12430.0,5244,181.0,360.0,1.0,Urban,Y
LP004276,Male,Yes,1,Graduate,No,11237.0,614,113.0,360.0,,Urban,Y
LP004277,Male,No,1,Graduate,No,5727.0,0,172.0,240.0,1.0,Urban,Y
LP004278,Female,Yes,0,Graduate,No,11695.0,602,203.0,360.0,1.0,Urban,Y
LP004279,Male,Yes,1,Graduate,No,7770.0,2657,170.0,300.0,1.0,Semiurban,Y
LP004280,Male,No,0,Graduate,No,4613.0,0,146.0,360.0,1.0,Semiurban,Y
LP004281,Male,No,0,Graduate,No,7548.0,0,34.0,360.0,1.0,Urban,Y
LP004282,Male,No,0,Graduate,No,10213.0,0,91.0,360.0,1.0,Urban,Y
LP004283,Male,Yes,2,Graduate,No,2706.0,2359,176.0,180.0,0.0,Urban,N
LP004284,Male,Yes,1,Graduate,No,3177.0,285,90.0,360.0,0.0,Semiurban,N
LP004285,Female,Yes,0,Graduate,No,5507.0,2735,165.0,360.0,1.0,Semiurban,Y
LP004286,Male,Yes,0,Not Graduate,No,2884.0,4652,,360.0,1.0,Semiurban,Y
LP004287,Female,No,0,Graduate,No,2859.0,0,128.0,36.0,1.0,Rural,Y
LP004288,Male,Yes,0,Graduate,No,4664.0,1498,66.0,360.0,1.0,Semiurban,Y
LP004289,Female,Yes,0,Graduate,No,10886.0,8226,100.0,360.0,0.0,Urban,N
LP004290,Male,Yes,0,Graduate,Yes,10763.0,1025,177.0,360.0,1.0,Semiurban,Y
LP004291,Male,Yes,2,Graduate,No,7278.0,1584,222.0,360.0,1.0,Semiurban,Y
LP004292,Male,No,0,Not Graduate,Yes,6689.0,0,58.0,360.0,,Urban,Y
LP004293,Male,No,1,Graduate,No,21004.0,0,139.0,300.0,1.0,Rural,Y
LP004294,Male,Yes,2,Graduate,No,4343.0,1454,75.0,360.0,0.0,Urban,N
LP004295,,Yes,0,Graduate,No,6937.0,1942,139.0,480.0,0.0,Rural,N
LP004296,Male,Yes,,Graduate,No,4216.0,6343,126.0,360.0,1.0,Urban,Y
LP004297,Male,Yes,0,Graduate,No,2773.0,3450,345.0,360.0,1.0,Semiurban,Y
LP004298,Male,No,0,Graduate,No,12221.0,0,108.0,360.0,1.0,Urban,Y
LP004299,Male,No,0,Graduate,No,4998.0,0,204.0,360.0,1.0,Rural,Y
LP004300,Male,Yes,0,Not Graduate,No,9108.0,1007,201.0,360.0,1.0,Rural,Y
LP004301,Male,No,3+,Graduate,No,5179.0,0,124.0,360.0,1.0,Urban,Y
LP004302,Male,Yes,1,Not Graduate,Yes,12683.0,505,141.0,360.0,1.0,Urban,Y
LP004303,Female,Yes,1,Not Graduate,No,3300.0,12364,134.0,300.0,1.0,Semiurban,Y
LP004304,Male,Yes,0,Not Graduate,Yes,12068.0,1763,100.0,360.0,1.0,Urban,Y
LP004305,Male,Yes,3+,Not Graduate,Yes,10265.0,600,96.0,300.0,1.0,Urban,Y
LP004306,Male,Yes,0,Graduate,No,2045.0,2091,114.0,360.0,1.0,Rural,Y
LP004307,Male,No,0,Graduate,No,4402.0,0,85.0,360.0,1.0,Semiurban,Y
LP004308,Male,No,3+,Graduate,No,11076.0,0,110.0,360.0,0.0,Urban,N
LP004309,Female,Yes,0,Graduate,No,16033.0,540,124.0,300.0,1.0,Semiurban,Y
LP004310,Male,Yes,0,Graduate,No,9222.0,1494,143.0,360.0,1.0,Urban,Y
LP004311,Male,Yes,0,Graduate,No,4732.0,331,160.0,180.0,1.0,Rural,Y
LP004312,Male,Yes,0,Not Graduate,No,3358.0,1119,124.0,360.0,1.0,Urban,Y
LP004313,Male,Yes,2,Not Graduate,No,8434.0,933,99.0,360.0,1.0,Urban,Y
LP004314,Female,Yes,0,Graduate,No,4649.0,1210,159.0,360.0,1.0,Urban,Y
LP004315,Male,Yes,3+,Graduate,No,4769.0,981,,360.0,1.0,Rural,Y
LP004316,Male,No,0,Graduate,No,5247.0,0,,180.0,0.0,Urban,N
LP004317,Female,No,1,Graduate,No,10189.0,0,91.0,360.0,1.0,Semiurban,Y
LP004318,Male,Yes,1,Graduate,Yes,17745.0,2413,112.0,360.0,1.0,Semiurban,Y
LP004319,Female,No,1,Graduate,No,11116.0,0,125.0,360.0,1.0,Rural,Y
LP004320,Male,Yes,0,Graduate,No,6037.0,1213,212.0,480.0,1.0,Urban,Y
LP004321,Female,No,1,Graduate,No,3500.0,0,177.0,360.0,0.0,Rural,N
LP004322,Male,Yes,1,Graduate,No,8960.0,2419,134.0,180.0,0.0,Rural,N
LP004323,Male,Yes,2,Graduate,No,16306.0,4543,287.0,360.0,1.0,Urban,Y
LP004324,Male,No,0,Graduate,No,10961.0,0,132.0,360.0,1.0,Urban,Y
LP004325,Male,Yes,0,Not Graduate,No,6800.0,3398,236.0,360.0,0.0,Rural,N
LP004326,Male,Yes,1,Graduate,No,4476.0,911,219.0,360.0,,Semiurban,Y
LP004327,Male,Yes,0,Not Graduate,No,7384.0,1146,213.0,360.0,,Rural,Y
LP004328,Male,Yes,0,Graduate,No,12001.0,1357,153.0,360.0,1.0,Rural,Y
LP004329,,Yes,3+,Graduate,No,6901.0,2598,141.0,360.0,1.0,Urban,Y
LP004330,Female,Yes,0,Not Graduate,No,5642.0,758,135.0,360.0,1.0,Urban,Y
LP004331,Male,Yes,0,Graduate,Yes,3974.0,847,189.0,360.0,1.0,Urban,Y
LP004332,Female,Yes,1,Graduate,No,28386.0,1079,98.0,360.0,1.0,Semiurban,Y
LP004333,Male,Yes,0,Graduate,No,3517.0,1879,121.0,360.0,1.0,Semiurban,Y
LP004334,Male,Yes,0,Graduate,No,3328.0,855,262.0,180.0,0.0,Semiurban,N
LP004335,Female,No,0,Not Graduate,No,6624.0,0,172.0,360.0,1.0,Semiurban,Y
LP004336,Male,No,0,Graduate,No,5318.0,0,197.0,36.0,1.0,Rural,Y
LP004337,Male,Yes,0,Not Graduate,Yes,11092.0,3060,82.0,480.0,1.0,Urban,Y
LP004338,Male,Yes,2,Not Graduate,No,11319.0,1901,113.0,360.0,,Semiurban,Y
LP004339,Male,Yes,0,Not Graduate,No,2897.0,7345,153.0,240.0,1.0,Urban,Y
LP004340,Female,Yes,0,Graduate,No,3815.0,1992,132.0,360.0,1.0,Urban,Y
LP004341,Male,Yes,1,Graduate,No,3550.0,682,82.0,360.0,1.0,Urban,Y
LP004342,Male,Yes,0,Graduate,Yes,9612.0,1525,182.0,300.0,1.0,Rural,Y
LP004343,Male,No,0,Graduate,No,7762.0,0,207.0,60.0,1.0,Urban,Y
LP004344,Male,Yes,0,Not Graduate,No,4804.0,874,120.0,360.0,1.0,Urban,Y
LP004345,Male,Yes,0,Graduate,No,6835.0,6086,185.0,360.0,0.0,Semiurban,N
LP004346,Female,Yes,0,Graduate,No,3054.0,1411,302.0,240.0,0.0,Semiurban,N
LP004347,Male,Yes,0,Not Graduate,No,3845.0,1080,247.0,360.0,1.0,Semiurban,Y
LP004348,Female,No,2,Graduate,No,2752.0,0,122.0,360.0,1.0,Urban,Y
LP004349,Male,No,3+,Not Graduate,No,6550.0,0,86.0,360.0,1.0,Urban,Y
LP004350,Female,Yes,2,Not Graduate,No,6536.0,3917,147.0,360.0,1.0,Urban,Y
LP004351,Male,No,0,Graduate,No,3326.0,0,343.0,180.0,1.0,Urban,Y
LP004352,Male,Yes,2,Graduate,No,7729.0,2007,229.0,360.0,1.0,Urban,Y
LP004353,Male,Yes,1,Graduate,No,11319.0,2902,134.0,360.0,0.0,Semiurban,N
LP004354,Male,No,0,Graduate,No,3235.0,0,251.0,360.0,,Rural,Y
LP004355,Female,No,3+,Not Graduate,No,4935.0,0,214.0,240.0,,Urban,Y
LP004356,Male,Yes,2,Graduate,No,8170.0,1393,63.0,360.0,1.0,Urban,Y
LP004357,Female,No,0,Graduate,No,5980.0,0,205.0,360.0,1.0,Rural,Y
LP004358,Male,Yes,3+,Graduate,No,2635.0,355,141.0,300.0,1.0,Semiurban,Y
LP004359,Male,Yes,0,Not Graduate,No,4608.0,776,95.0,36.0,1.0,Semiurban,Y
LP004360,Male,Yes,0,Graduate,Yes,4517.0,676,139.0,360.0,1.0,Rural,Y
LP004361,Male,Yes,0,Not Graduate,No,5419.0,778,158.0,480.0,0.0,Semiurban,N
LP004362,Male,Yes,0,Not Graduate,No,5560.0,5253,98.0,360.0,,Semiurban,N
LP004363,Male,Yes,3+,Graduate,No,15361.0,2723,128.0,300.0,0.0,Urban,N
LP004364,Female,Yes,1,Graduate,Yes,5297.0,3913,118.0,360.0,1.0,Rural,Y
LP004365,Male,No,0,Graduate,No,2141.0,0,,360.0,0.0,Semiurban,N
LP004366,Male,Yes,2,Not Graduate,Yes,6340.0,4300,119.0,360.0,1.0,Urban,Y
LP004367,Male,No,2,Graduate,No,17131.0,0,68.0,84.0,1.0,Semiurban,Y
LP004368,Male,No,3+,Not Graduate,No,5430.0,0,112.0,84.0,1.0,Urban,Y
LP004369,Male,No,3+,Not Graduate,No,4615.0,0,92.0,360.0,0.0,Semiurban,N
LP004370,Male,No,3+,Graduate,No,4999.0,0,80.0,360.0,1.0,Urban,Y
LP004371,Male,No,1,Graduate,Yes,8523.0,0,215.0,360.0,0.0,Semiurban,N
LP004372,Male,Yes,0,Not Graduate,No,4986.0,4882,185.0,360.0,0.0,Semiurban,N
LP004373,Male,No,3+,Graduate,No,2418.0,0,91.0,360.0,0.0,Semiurban,N
LP004374,Male,No,0,Graduate,Yes,4012.0,0,81.0,360.0,1.0,Semiurban,Y
LP004375,Male,Yes,0,Graduate,No,5774.0,588,129.0,360.0,1.0,Urban,Y
LP004376,Male,Yes,0,Graduate,No,8278.0,1117,79.0,360.0,1.0,Urban,Y
LP004377,Male,No,0,Graduate,Yes,4232.0,0,,12.0,1.0,Semiurban,Y
LP004378,Male,Yes,1,Not Graduate,No,5025.0,2414,138.0,360.0,1.0,Semiurban,Y
LP004379,Female,Yes,3+,Graduate,Yes,6167.0,1284,152.0,84.0,1.0,Rural,Y
LP004380,Male,Yes,0,Not Graduate,No,3765.0,3309,154.0,360.0,0.0,Urban,N
LP004381,Male,Yes,0,Graduate,No,5681.0,1854,98.0,360.0,0.0,Semiurban,N
LP004382,Male,Yes,0,Not Graduate,Yes,7945.0,329,138.0,180.0,1.0,Rural,Y
LP004383,Male,Yes,1,Graduate,No,2946.0,479,224.0,180.0,1.0,Semiurban,Y
LP004384,Male,No,0,Graduate,No,7215.0,0,58.0,360.0,1.0,Urban,Y
LP004385,Female,Yes,0,Graduate,No,3121.0,2624,153.0,360.0,0.0,Semiurban,N
LP004386,Female,Yes,1,Not Graduate,No,3158.0,307,84.0,360.0,1.0,Rural,Y
LP004387,Male,No,0,Graduate,No,4033.0,0,235.0,360.0,1.0,Semiurban,Y
LP004388,Male,No,0,Graduate,No,13619.0,0,186.0,360.0,1.0,Urban,Y
LP004389,Male,Yes,0,Graduate,Yes,2145.0,744,184.0,360.0,1.0,Semiurban,Y
LP004390,Male,Yes,0,Graduate,Yes,4544.0,1071,95.0,360.0,1.0,Urban,Y
LP004391,Male,Yes,1,Graduate,No,5908.0,1996,149.0,480.0,0.0,Semiurban,N
LP004392,Male,No,0,Graduate,Yes,12092.0,0,156.0,360.0,0.0,Rural,N
LP004393,Male,Yes,0,Graduate,Yes,19317.0,369,52.0,360.0,0.0,Rural,N
LP004394,Male,Yes,2,Graduate,No,4660.0,1983,142.0,360.0,1.0,Semiurban,Y
LP004395,Male,No,1,Graduate,No,8297.0,0,172.0,480.0,0.0,Rural,N
LP004396,Male,No,0,Graduate,No,5672.0,0,76.0,360.0,1.0,Rural,Y
LP004397,Male,Yes,1,Graduate,No,5650.0,1413,171.0,360.0,1.0,Rural,Y
LP004398,Male,No,0,Graduate,Yes,7072.0,0,140.0,300.0,1.0,Rural,Y
LP004399,Male,No,0,Not Graduate,No,2319.0,0,233.0,360.0,1.0,Rural,Y
LP004400,Male,No,1,Graduate,No,5833.0,0,114.0,360.0,1.0,Urban,Y
LP004401,Male,No,0,Graduate,No,7867.0,0,,360.0,1.0,Urban,Y
LP004402,Male,No,0,Not Graduate,Yes,3584.0,0,154.0,360.0,,Urban,N
LP004403,Male,Yes,2,Graduate,Yes,7899.0,3483,44.0,360.0,1.0,Semiurban,Y
LP004404,Male,Yes,,Graduate,No,2128.0,6424,117.0,360.0,1.0,Rural,Y
LP004405,Male,No,3+,Graduate,No,6350.0,0,139.0,240.0,0.0,Rural,N
LP004406,Male,Yes,2,Not Graduate,Yes,13431.0,1100,52.0,360.0,1.0,Rural,Y
LP004407,Female,Yes,0,Not Graduate,No,5265.0,573,176.0,360.0,,Rural,Y
LP004408,Male,Yes,1,Graduate,Yes,3338.0,3032,139.0,360.0,1.0,Semiurban,Y
LP004409,Female,No,0,Graduate,No,2553.0,0,139.0,360.0,1.0,Semiurban,Y
LP004410,Male,Yes,1,Not Graduate,No,7588.0,11826,179.0,180.0,1.0,Semiurban,Y
LP004411,Male,Yes,0,Not Graduate,No,10476.0,16703,114.0,360.0,1.0,Urban,Y
LP004412,Male,Yes,0,Graduate,No,5804.0,1525,137.0,360.0,1.0,Rural,Y
LP004413,Male,Yes,0,Graduate,No,4545.0,477,190.0,360.0,1.0,Semiurban,Y
LP004414,Male,No,2,Graduate,No,1885.0,0,137.0,300.0,1.0,Urban,Y
LP004415,Male,No,0,Graduate,No,6467.0,0,64.0,84.0,1.0,Semiurban,Y
LP004416,Male,Yes,1,Graduate,No,3970.0,633,137.0,360.0,1.0,Semiurban,Y
LP004417,Male,Yes,2,Graduate,No,4109.0,8254,138.0,360.0,1.0,Rural,Y
LP004418,Male,No,2,Graduate,No,15833.0,0,193.0,360.0,1.0,Rural,Y
LP004419,Male,Yes,0,Graduate,No,2037.0,565,117.0,360.0,1.0,Urban,Y
LP004420,Male,No,0,Not Graduate,No,2207.0,0,91.0,360.0,0.0,Rural,N
LP004421,Male,Yes,3+,Not Graduate,No,6897.0,4078,91.0,360.0,1.0,Urban,Y
LP004422,,Yes,0,Not Graduate,No,4764.0,1714,239.0,360.0,1.0,Semiurban,Y
LP004423,Male,Yes,0,Not Graduate,No,4397.0,2590,151.0,300.0,1.0,Semiurban,Y
LP004424,Male,Yes,3+,Not Graduate,No,7070.0,4374,234.0,360.0,1.0,Rural,Y
LP004425,Male,Yes,0,Graduate,No,6999.0,4799,248.0,360.0,1.0,Rural,Y
LP004426,Male,No,0,Graduate,No,3347.0,0,100.0,360.0,1.0,Urban,Y
LP004427,Male,Yes,0,Not Graduate,No,4209.0,906,97.0,360.0,1.0,Semiurban,Y
LP004428,Male,Yes,0,Graduate,No,6184.0,4200,128.0,360.0,,Rural,Y
LP004429,Male,No,0,Graduate,No,6636.0,0,172.0,360.0,1.0,Rural,Y
LP004430,Male,No,1,Not Graduate,No,8022.0,0,77.0,60.0,1.0,Urban,Y
LP004431,Male,Yes,0,Graduate,No,4231.0,1065,161.0,300.0,1.0,Urban,Y
LP004432,Female,Yes,1,Not Graduate,No,7393.0,3012,158.0,360.0,1.0,Semiurban,Y
LP004433,Female,Yes,2,Graduate,No,10617.0,753,86.0,36.0,,Rural,Y
LP004434,Male,Yes,2,Graduate,Yes,6174.0,2203,87.0,360.0,1.0,Urban,Y
LP004435,Male,No,0,Not Graduate,Yes,5644.0,0,160.0,360.0,1.0,Semiurban,Y
LP004436,Male,Yes,2,Graduate,No,5212.0,1988,308.0,240.0,1.0,Rural,Y
LP004437,Female,Yes,0,Graduate,No,4145.0,3378,119.0,360.0,,Semiurban,Y
LP004438,Male,No,1,Graduate,Yes,3419.0,0,153.0,360.0,1.0,Semiurban,Y
LP004439,Male,Yes,0,Graduate,No,5020.0,3107,,180.0,0.0,Rural,N
LP004440,Male,Yes,1,Graduate,Yes,7867.0,1838,148.0,36.0,1.0,Urban,Y
LP004441,Male,Yes,0,Graduate,No,3521.0,960,105.0,360.0,0.0,Urban,N
LP004442,Male,No,1,Graduate,No,5737.0,0,121.0,120.0,0.0,Urban,N
LP004443,Female,No,0,Graduate,No,5352.0,0,358.0,360.0,1.0,Semiurban,Y
LP004444,Female,Yes,0,Graduate,No,17443.0,1710,140.0,360.0,,Urban,Y
LP004445,Male,No,1,Graduate,No,9262.0,0,72.0,360.0,1.0,Urban,Y
LP004446,Male,Yes,0,Graduate,No,9172.0,724,174.0,360.0,0.0,Urban,N
LP004447,Male,Yes,1,Graduate,No,10426.0,4320,211.0,180.0,0.0,Semiurban,N
LP004448,Male,Yes,1,Graduate,No,4327.0,4060,176.0,360.0,1.0,Rural,Y
LP004449,Male,Yes,1,Not Graduate,No,13712.0,3480,125.0,300.0,0.0,Semiurban,N
LP004450,Male,Yes,1,Not Graduate,No,6604.0,1722,93.0,360.0,1.0,Rural,Y
LP004451,Female,No,2,Not Graduate,No,5844.0,0,94.0,360.0,1.0,Rural,Y
LP004452,Female,Yes,3+,Graduate,No,2896.0,935,124.0,180.0,0.0,Semiurban,N
LP004453,Male,No,0,Graduate,No,4717.0,0,116.0,360.0,1.0,Semiurban,Y
LP004454,Male,No,1,Graduate,No,2081.0,0,107.0,360.0,1.0,Urban,Y
LP004455,Male,Yes,2,Graduate,No,5172.0,2239,218.0,180.0,1.0,Semiurban,Y
LP004456,Male,Yes,0,Not Graduate,No,4248.0,424,194.0,360.0,1.0,Urban,Y
LP004457,Male,Yes,0,Graduate,No,4727.0,8069,223.0,180.0,1.0,Semiurban,Y
LP004458,Male,Yes,0,Not Graduate,No,2613.0,6600,98.0,300.0,,Rural,Y
LP004459,Male,Yes,1,Graduate,No,9156.0,721,93.0,36.0,1.0,Urban,Y
LP004460,Female,No,0,Graduate,No,8566.0,0,139.0,360.0,1.0,Urban,Y
LP004461,Male,No,1,Graduate,No,16545.0,0,159.0,360.0,,Rural,Y
LP004462,Male,Yes,1,Not Graduate,Yes,16267.0,1934,138.0,360.0,,Rural,Y
LP004463,Male,Yes,1,Graduate,No,6593.0,312,154.0,360.0,1.0,Rural,Y
LP004464,Female,Yes,0,Graduate,Yes,11093.0,1431,253.0,360.0,1.0,Urban,Y
LP004465,Male,No,2,Graduate,Yes,7022.0,0,,360.0,1.0,Semiurban,Y
LP004466,Male,Yes,1,Not Graduate,No,4645.0,4561,185.0,360.0,0.0,Semiurban,N
LP004467,Male,Yes,0,Graduate,Yes,5080.0,6869,165.0,360.0,1.0,Semiurban,Y
LP004468,Male,Yes,0,Not Graduate,No,8807.0,6994,140.0,300.0,1.0,Semiurban,Y
LP004469,Female,Yes,0,Graduate,No,69756.0,4567,,360.0,1.0,Rural,Y
LP004470,Male,Yes,3+,Graduate,No,12090.0,1931,99.0,36.0,1.0,Urban,Y
LP004471,Female,No,0,Graduate,,6959.0,0,91.0,360.0,1.0,Rural,Y
LP004472,Male,Yes,0,Graduate,No,8025.0,2457,160.0,360.0,1.0,Urban,Y
LP004473,Male,Yes,0,Graduate,No,7982.0,703,70.0,360.0,1.0,Urban,Y
LP004474,Male,Yes,0,Graduate,No,5686.0,4522,165.0,360.0,1.0,Rural,Y
LP004475,Male,Yes,0,Graduate,No,9451.0,3140,86.0,360.0,1.0,Semiurban,Y
LP004476,Male,No,2,Not Graduate,No,5468.0,0,246.0,360.0,1.0,Semiurban,Y
LP004477,Male,Yes,0,Graduate,No,3272.0,291,115.0,480.0,0.0,Urban,N
LP004478,Male,No,2,Graduate,No,8014.0,0,240.0,300.0,0.0,Urban,N
LP004479,Female,Yes,0,Graduate,No,8684.0,4042,123.0,120.0,,Urban,Y
LP004480,Female,No,0,Graduate,No,5500.0,0,121.0,360.0,1.0,Semiurban,Y
LP004481,Male,No,2,Not Graduate,No,7229.0,0,190.0,360.0,0.0,Urban,N
LP004482,Male,Yes,1,Graduate,No,10684.0,608,,360.0,0.0,Rural,N
LP004483,Male,No,2,Not Graduate,No,5819.0,0,131.0,60.0,1.0,Rural,Y
LP004484,Male,Yes,0,Not Graduate,No,4591.0,2046,114.0,360.0,,Rural,Y
LP004485,Female,No,0,Graduate,No,3922.0,0,115.0,360.0,1.0,Rural,Y
LP004486,Male,Yes,1,Not Graduate,No,5155.0,1482,345.0,360.0,1.0,Semiurban,Y
LP004487,Male,Yes,0,Graduate,No,15077.0,6143,69.0,240.0,1.0,Semiurban,Y
LP004488,Male,Yes,2,Graduate,No,5329.0,662,83.0,300.0,1.0,Rural,Y
LP004489,Male,No,0,Graduate,No,7448.0,0,215.0,360.0,1.0,Semiurban,Y
LP004490,Male,No,0,Not Graduate,Yes,4941.0,0,209.0,360.0,1.0,Urban,Y
LP004491,Male,Yes,2,Graduate,No,4693.0,1409,93.0,180.0,1.0,Semiurban,Y
LP004492,Female,No,1,Not Graduate,Yes,3542.0,0,67.0,360.0,1.0,Urban,Y
LP004493,Female,No,2,Graduate,No,6375.0,0,223.0,360.0,1.0,Semiurban,Y
LP004494,Male,Yes,2,Graduate,No,4402.0,3180,88.0,180.0,1.0,Rural,Y
LP004495,Male,Yes,0,Not Graduate,No,12890.0,349,,360.0,1.0,Semiurban,Y
LP004496,Male,Yes,1,Graduate,No,5628.0,1537,140.0,360.0,,Urban,Y
LP004497,Male,Yes,3+,Graduate,No,5845.0,1889,87.0,360.0,1.0,Urban,Y
LP004498,Male,Yes,0,Not Graduate,No,5388.0,814,194.0,360.0,,Urban,Y
LP004499,Female,No,0,Graduate,No,7500.0,0,135.0,360.0,1.0,Urban,Y
LP004500,Male,Yes,3+,Not Graduate,No,14684.0,3392,,360.0,1.0,Semiurban,Y
LP004501,Male,No,0,Not Graduate,No,3217.0,0,98.0,180.0,1.0,Rural,Y
LP004502,Male,Yes,3+,Graduate,No,7092.0,7506,226.0,360.0,1.0,Semiurban,Y
LP004503,Male,Yes,0,Graduate,No,2342.0,1278,120.0,360.0,0.0,Semiurban,N
LP004504,Male,Yes,2,Not Graduate,No,12506.0,2694,172.0,84.0,1.0,Semiurban,Y
LP004505,Male,Yes,1,Not Graduate,No,5626.0,2646,134.0,360.0,,Urban,N
LP004506,Male,Yes,1,Graduate,No,2448.0,1497,67.0,300.0,1.0,Semiurban,Y
LP004507,Male,Yes,2,Graduate,No,2792.0,4477,181.0,360.0,1.0,Semiurban,Y
LP004508,Male,Yes,0,Graduate,No,9782.0,2277,206.0,180.0,1.0,Urban,Y
LP004509,Male,No,1,Graduate,No,2211.0,0,281.0,360.0,1.0,Semiurban,Y
LP004510,Male,Yes,3+,Graduate,No,7094.0,3296,63.0,360.0,1.0,Urban,Y
LP004511,Male,Yes,3+,Graduate,No,4642.0,1213,38.0,360.0,1.0,Urban,Y
LP004512,Male,Yes,3+,Graduate,No,5341.0,1397,173.0,360.0,1.0,Semiurban,Y
LP004513,Female,Yes,1,Graduate,No,4007.0,1482,106.0,360.0,1.0,Urban,Y
LP004514,Male,No,1,Not Graduate,No,3389.0,0,76.0,360.0,1.0,Semiurban,Y
LP004515,Male,Yes,0,Graduate,No,4481.0,4286,140.0,360.0,1.0,Urban,Y
LP004516,Male,No,1,Graduate,No,8461.0,0,112.0,360.0,1.0,Rural,Y
LP004517,Male,No,1,Graduate,No,5036.0,0,81.0,360.0,1.0,Semiurban,Y
LP004518,Male,Yes,0,Graduate,No,7729.0,352,130.0,360.0,1.0,Urban,Y
LP004519,Male,Yes,0,Not Graduate,No,5191.0,1025,168.0,360.0,1.0,Urban,Y
LP004520,Male,Yes,1,Graduate,No,8662.0,848,144.0,360.0,1.0,Rural,Y
LP004521,Male,No,0,Graduate,Yes,7700.0,0,144.0,360.0,,Semiurban,Y
LP004522,Male,Yes,0,Not Graduate,No,4340.0,1660,160.0,60.0,1.0,Semiurban,Y
LP004523,Male,Yes,0,Graduate,No,3387.0,874,68.0,360.0,1.0,Rural,Y
LP004524,Female,Yes,2,Graduate,No,10651.0,2043,132.0,360.0,,Urban,Y
LP004525,Male,Yes,3+,Not Graduate,No,3685.0,1713,148.0,360.0,1.0,Semiurban,Y
LP004526,Male,Yes,1,Graduate,No,8107.0,237,115.0,60.0,1.0,Semiurban,Y
LP004527,Male,Yes,3+,Graduate,No,6116.0,4387,96.0,360.0,1.0,Rural,Y
LP004528,Male,Yes,2,Graduate,No,4547.0,4059,100.0,360.0,1.0,Semiurban,Y
LP004529,Male,No,0,Graduate,,7767.0,0,119.0,360.0,1.0,Rural,Y
LP004530,Male,Yes,0,Graduate,No,13640.0,2397,194.0,300.0,1.0,Semiurban,Y
LP004531,Male,Yes,0,Graduate,No,8737.0,1394,247.0,360.0,1.0,Rural,Y
LP004532,Male,Yes,0,Not Graduate,No,6487.0,501,228.0,36.0,1.0,Urban,Y
LP004533,Male,No,1,Graduate,No,15881.0,0,72.0,360.0,1.0,Semiurban,Y
LP004534,Male,Yes,0,Graduate,No,2198.0,3294,92.0,480.0,1.0,Urban,Y
LP004535,Male,No,3+,Not Graduate,No,3080.0,0,175.0,360.0,1.0,Rural,Y
LP004536,Male,Yes,1,Not Graduate,No,4543.0,1440,226.0,480.0,1.0,Urban,Y
LP004537,Male,No,0,Not Graduate,No,14067.0,0,91.0,360.0,1.0,Semiurban,Y
LP004538,Female,Yes,3+,Graduate,No,10569.0,604,145.0,120.0,,Urban,Y
LP004539,Male,No,3+,Graduate,No,2144.0,0,85.0,480.0,0.0,Urban,N
LP004540,Male,Yes,2,Graduate,No,4620.0,3268,150.0,360.0,1.0,Urban,Y
LP004541,Male,No,2,Graduate,No,2713.0,0,104.0,360.0,1.0,Rural,Y
LP004542,Male,No,3+,Graduate,,5859.0,0,144.0,300.0,1.0,Urban,Y
LP004543,Female,Yes,1,Graduate,No,10312.0,2305,83.0,360.0,1.0,Rural,Y
LP004544,Male,Yes,2,Graduate,No,10779.0,2138,70.0,36.0,1.0,Rural,Y
LP004545,Male,Yes,0,Graduate,No,7050.0,1016,464.0,360.0,0.0,Rural,N
LP004546,Male,Yes,0,Not Graduate,No,4652.0,2499,138.0,360.0,1.0,Semiurban,Y
LP004547,Female,No,0,Graduate,No,5669.0,0,315.0,240.0,0.0,Semiurban,N
LP004548,Male,No,0,Graduate,No,9045.0,0,246.0,240.0,1.0,Semiurban,Y
LP004549,Male,Yes,0,Graduate,No,24548.0,2821,70.0,84.0,1.0,Urban,Y
LP004550,Male,Yes,0,Graduate,No,2948.0,3174,155.0,360.0,1.0,Semiurban,Y
LP004551,Male,No,0,Graduate,Yes,15573.0,0,80.0,180.0,1.0,Rural,Y
LP004552,Male,Yes,0,Graduate,Yes,6950.0,1626,119.0,360.0,1.0,Urban,Y
LP004553,Male,Yes,0,Graduate,No,9820.0,1587,63.0,360.0,1.0,Urban,Y
LP004554,Male,Yes,2,Graduate,No,6708.0,330,72.0,360.0,1.0,Semiurban,Y
LP004555,Male,Yes,1,Graduate,No,13940.0,3399,95.0,360.0,1.0,Rural,Y
LP004556,Male,Yes,1,Graduate,No,7316.0,858,108.0,300.0,1.0,Urban,Y
LP004557,Male,Yes,0,Graduate,Yes,4067.0,3114,136.0,300.0,1.0,Rural,Y
LP004558,Male,Yes,2,Not Graduate,Yes,7864.0,986,89.0,360.0,1.0,Urban,Y
LP004559,Male,Yes,0,Not Graduate,No,11802.0,9262,143.0,360.0,0.0,Semiurban,N
LP004560,Male,No,0,Graduate,No,6004.0,0,212.0,360.0,0.0,Rural,N
LP004561,Female,No,0,Graduate,No,1729.0,0,150.0,300.0,1.0,Semiurban,Y
LP004562,Male,Yes,3+,Not Graduate,No,5603.0,1575,131.0,360.0,1.0,Semiurban,Y
